Property Id,Property Name,Address 1,City,Postal Code,Province,Primary Property Type - Self Selected,Number of Buildings,Year Built,Property GFA - Self-Reported (m²),ENERGY STAR Score,Site Energy Use (GJ),Weather Normalized Site Energy Use (GJ),Site EUI (GJ/m²),Weather Normalized Site EUI (GJ/m²),Source Energy Use (GJ),Weather Normalized Source Energy Use (GJ),Source EUI (GJ/m²),Weather Normalized Source EUI (GJ/m²),Total GHG Emissions (Metric Tons CO2e),Total GHG Emissions Intensity (kgCO2e/m²),Direct GHG Emissions (Metric Tons CO2e),Direct GHG Emissions Intensity (kgCO2e/m²),Electricity Use - Grid Purchase (kWh),Natural Gas Use (GJ),District Hot Water Use (GJ),Electricity Use – Generated from Onsite Renewable Systems (kWh),Green Power - Onsite and Offsite (kWh),Avoided Emissions - Onsite and Offsite Green Power (Metric Tons CO2e),Year Ending,Unique ID
9499354,Shouldice Arena,1515 Home Rd NW,Calgary,T3B5K9,Alberta,Ice/Curling Rink,1,1970,2186,18,4685,5161,2.14,2.36,6090,6672,2.79,3.05,417,190.8,166,75.8,405384,3226,,,405384,189,2023,2023-9499354
21988606,Sir Winston Churchill Aquatic and Recreation Centre,1520 NORTHMOUNT DR NW,Calgary,T2L 0G6,Alberta,Fitness Center/Health Club/Gym,1,1976,1588,,10622,11146,6.69,7.02,13183,13739,8.30,8.65,847,533.6,417,262.7,693978,8124,,,693978,323,2023,2023-21988606
21988617,Southland Leisure Centre,2000 SOUTHLAND DR SW,Calgary,T2V 4S4,Alberta,Fitness Center/Health Club/Gym,1,1982,14419,,56125,59572,3.89,4.13,71700,75356,4.97,5.23,4776,331.2,2038,141.4,4415788,39691,,149377,4565165,2122,2023,2023-21988617
9601552,Spring Gardens Building G,840 32 AV NE,Calgary,T2E4J7,Alberta,Self-Storage Facility,1,1982,4762,17,5277,5991,1.11,1.26,6846,7602,1.44,1.6,468,98.2,188,39.4,451534,3652,,,451534,210,2023,2023-9601552
9588693,Stanley Park Office,350 42 AV SW,Calgary,T3C1Y3,Alberta,Office,1,1976,230,1,745,872,3.25,3.80,866,1004,3.77,4.38,50,218.8,33,144.6,27462,646,,,27462,13,2023,2023-9588693
10417930,Stoney Transit Facility,1921 128 Ave NE,Calgary,T3K 0S5,Alberta,Distribution Center,1,2018,44228,1,243202,242611,5.50,5.49,261481,260399,5.91,5.89,13067,295.4,12243,276.8,1329838,238415,,,1329838,618,2023,2023-10417930
9504074,Stu Peppard Arena,5320 19 St SW,Calgary,T3E1P1,Alberta,Ice/Curling Rink,1,1963,3145,2,7983,8711,2.54,2.77,10469,11240,3.33,3.57,725,230.5,276,87.8,724060,5377,,,724060,337,2023,2023-9504074
9474562,Thornhill Aquatic & Recreation Centre,6715 Centre St NW,Calgary,T2K4Y5,Alberta,Ice/Curling Rink,1,1971,4190,,12768,13567,3.05,3.24,16294,17141,3.89,4.09,1089,259.9,472,112.6,995598,9184,,,995598,463,2023,2023-9474562
21988620,Village Square Leisure Centre,2623 56 ST NE,Calgary,T1Y 5J1,Alberta,Fitness Center/Health Club/Gym,1,1900,13073,,80302,84834,6.14,6.49,88765,93569,6.79,7.16,4696,359.2,3880,296.8,1314913,75569,,,1314914,611,2023,2023-21988620
6506773,Water Centre,625 25 Ave SE,Calgary,t2g4k8,Alberta,Office,1,2008,14548,72,11499,11638,0.79,0.80,16510,16401,1.13,1.13,1269,87.2,302,20.8,1558920,5887,,,1558920,725,2023,2023-6506773
9601861,Whitehorn Multi-Services Centre,3705 35 St NE,Calgary,T1Y6C2,Alberta,Non-Refrigerated Warehouse,1,1982,22684,37,19856,20403,0.88,0.90,31843,32428,1.40,1.43,2652,116.9,217,9.6,3927058,4221,,415978,4343019,2019,2023,2023-9601861
21988602,Wildflower Arts Centre,3363 SPRUCE DR SW,Calgary,T3C 3A3,Alberta,Performing Arts,1,1900,1161,,1446,1628,1.25,1.40,1906,2099,1.64,1.81,133,114.4,49,42.5,134737,961,,,134737,63,2023,2023-21988602
6169481,Ad Valorem,2924 11 ST NE,Calgary,T2E 7L7,Alberta,Office,1,1981,7770,24,10353,10507,1.33,1.35,14144,12063,1.82,1.82,1029,132.5,320,41.2,1143574,6236,,,1143574,532,2022,2022-6169481
6305956,Alberta Trade Centre,315 10 AV SE,Calgary,T2G 0W2,Alberta,Office,1,1974,6681,79,4399,4518,0.66,0.68,6713,3658,1.00,1.03,522,78.1,1,0.2,483370,28,2631,,483370,225,2022,2022-6305956
6506773,Water Centre,625 25 Ave SE,Calgary,T2G 4K8,Alberta,Office,1,2008,14548,74,12311,12063,0.85,0.83,17186,505,1.18,1.15,1282,88.1,356,24.5,1492127,6940,,,1492127,694,2022,2022-6506773
6731628,Fire Headquarters,4144 11 ST SE,Calgary,T2G 3H2,Alberta,Office,1,2017,5223,84,3561,3658,0.68,0.70,5030,13603,0.96,0.98,377,72.2,95,18.3,454597,1859,,18252,472849,220,2022,2022-6731628
6867796,Georgina Thompson Building,772 Northmount Dr NW,Calgary,T2L 0A2,Alberta,Office,1,1990,540,59,493,505,0.91,0.93,640,8213,1.19,1.2,44,81.1,17,32.3,42520,340,,,42520,20,2022,2022-6867796
8854296,Andrew Davison,133 6 AV SE,Calgary,T2G 0G2,Alberta,Office,1,1979,17468,79,13250,13603,0.76,0.78,19501,81298,1.12,1.14,1452,83.1,28,1.6,1126527,551,8643,,1126527,524,2022,2022-8854296
8854297,Calgary Public Building,205 8 AV SE,Calgary,T2G 0K7,Alberta,Office,1,1931,15195,,8091,8213,0.53,0.54,10901,3147,0.72,0.72,780,51.4,260,17.1,838730,5072,,,838730,390,2022,2022-8854297
8854298,Municipal Complex,"800 Macleod Trail SE, Calgary, AB T2P 2M5",Calgary,T2P 2M5,Alberta,Office,1,1982,85941,55,79602,81298,0.93,0.95,121628,20435,1.42,1.44,9481,110.3,59,0.7,8926946,1147,46319,,8926947,4150,2022,2022-8854298
8854299,Dartmouth Place,480 36 AV SE,Calgary,T2G 1W5,Alberta,Office,1,1978,3665,77,3069,3147,0.84,0.86,4009,1829,1.09,1.11,276,75.3,107,29.3,272351,2089,,,272351,127,2022,2022-8854299
9469974,Fire Station #1,450 1 ST SE,Calgary,T2G 5E3,Alberta,Fire Station,1,1973,1638,,1837,1829,1.12,1.12,2393,4354,1.46,1.46,164,100.3,65,39.5,160623,1259,,,160623,75,2022,2022-9469974
9787562,Fire Station #12,123 44 ST SE,Calgary,T2A 3E2,Alberta,Fire Station,1,1973,971.9,,"1,363.20","1,361.60",1.4,1.4,"1,917.30","1,915.60",1.97,1.97,148.2,152.5,40.8,42,"158,032.60",794.3,,,158032.6,73.5,2021,2021-9787562
6169481,Ad Valorem,2924 11 ST NE,Calgary,T2E 7L7,Alberta,Office,1,1981,"7,770",27,"10,626.50","10,854.30",1.37,1.4,"14,570.80","14,649",1.88,1.89,"1,101.40",141.7,338.2,43.5,"1,122,276.20","6,586.50",,,1122276,521.7,2021,2021-6169481
6305956,Alberta Trade Centre,315 10 AV SE,Calgary,T2G 0W2,Alberta,Office,1,1974,"6,681",82,"4,320.70","4,475.40",0.65,0.67,"6,813.20","7,018.40",1.02,1.05,540.9,81,1.3,0.2,"473,985.30",26.1,"2,588.40",,473985.4,220.4,2021,2021-6305956
6506773,Water Centre,625 25 Ave SE,Calgary,T2G 4K8,Alberta,Office,1,2008,"14,548",83,"11,588.90","11,503.60",0.8,0.79,"16,530.30","16,316",1.14,1.12,"1,293.80",88.9,334.3,23,"1,411,025.70","6,509.40",,,1411026,656,2021,2021-6506773
6731628,Fire Headquarters,4144 11 ST SE,Calgary,T2G 3H2,Alberta,Office,1,2017,"5,223",90,"3,283.90","3,383.90",0.63,0.65,"4,734.70","4,835.80",0.91,0.93,370.5,70.9,88.4,16.9,"414,845.80","1,721.90",,19051.6,433897.4,201.7,2021,2021-6731628
6867796,Georgina Thompson Building,772 Northmount Dr NW,Calgary,T2L 0A2,Alberta,Office,1,1990,540,65,484.5,501.9,0.9,0.93,635.8,653.3,1.18,1.21,46.1,85.3,17,31.4,"42,818",330.4,,,42818,19.9,2021,2021-6867796
8854296,Andrew Davison,133 6 AV SE,Calgary,T2G 0G2,Alberta,Office,1,1979,"17,468",81,"13,562.70","14,080.50",0.78,0.81,"20,339.10","21,025.90",1.16,1.2,"1,531.40",87.7,24.5,1.4,"1,081,770.40",477.2,"9,191.30",,1081771,502.9,2021,2021-8854296
8854297,Calgary Public Building,205 8 AV SE,Calgary,T2G 0K7,Alberta,Office,1,1931,"15,195",,"7,761","7,910.90",0.51,0.52,"10,465.80","10,600.30",0.69,0.7,778.9,51.3,256.5,16.9,"768,216.60","4,995.50",,,768216.7,357.1,2021,2021-8854297
8854298,Municipal Complex,"800 Macleod Trail SE, Calgary, AB T2P 2M5",Calgary,T2P 2M5,Alberta,Office,1,1982,"85,941",57,"80,012.30","81,796.40",0.93,0.95,"126,219.70","128,039.40",1.47,1.49,"10,040.30",116.8,64.1,0.7,"8,908,231.30","1,249.20","46,694.80",,8908232,4141.4,2021,2021-8854298
8854299,Dartmouth Place,480 36 AV SE,Calgary,T2G 1W5,Alberta,Office,1,1978,"3,664.90",83,"2,938","3,021.80",0.8,0.82,"3,907.10","3,946.90",1.07,1.08,286.9,78.3,100.1,27.3,"274,773.60","1,948.90",,,274773.7,127.7,2021,2021-8854299
9265818,Max Bell and Ken Bracko Arenas,1001 BARLOW TR SE,Calgary,T2E 6S2,Alberta,Ice/Curling Rink,1,1990,"12,856",84,"14,488.30","14,566.70",1.13,1.13,"19,398.40","19,477.60",1.51,1.52,"1,433.90",111.5,486.4,37.8,"1,393,401.80","9,472.20",,,1393402,647.8,2021,2021-9265818
9469974,Fire Station #1,450 1 ST SE,Calgary,T2G 5E3,Alberta,Fire Station,1,1973,"1,637.50",,"1,705.30","1,703.10",1.04,1.04,"2,295.30","2,293.10",1.4,1.4,170.5,104.1,56.6,34.6,"167,536.70","1,102.20",,,167536.7,77.9,2021,2021-9469974
9474562,Thornhill Aquatic & Recreation Centre,6715 Centre St NW,Calgary,T2K 4Y5,Alberta,Ice/Curling Rink,1,1971,"4,189.80",,"11,038.60","11,370.10",2.63,2.71,"13,818.20","14,153.10",3.3,3.38,953.3,227.5,422.5,100.8,"780,519.90","8,228.80",,,780520,362.9,2021,2021-9474562
9475593,Ernie Star Arena,4808 14 Av SE,Calgary,T2A 0K9,Alberta,Ice/Curling Rink,1,1970,"3,884",75,"3,715.80","3,832",0.96,0.99,"4,793.30","4,951.90",1.23,1.27,341.4,87.9,134.6,34.6,"304,199.50","2,620.70",,,304199.5,141.4,2021,2021-9475593
9481172,Bob Bohan Aquatic and Fitness Centre,4812 14 Av SE,Calgary,T2A OK9,Alberta,Heated Swimming Pool,1,1976,"1,641.20",,"8,508.70","8,715.60",5.18,5.31,"10,422.70","10,631.70",6.35,6.48,701.7,427.6,338.1,206,"534,804.40","6,583.40",,,534804.4,248.6,2021,2021-9481172
9492075,Foothills Aquatic Centre and Bauer and Bush Arenas,2424 University DR NW,Calgary,T2N 3Y9,Alberta,Ice/Curling Rink,2,1963,"8,558",28,"23,007.50","23,232.60",2.69,2.71,"30,679.40","30,906.80",3.58,3.61,"2,258.90",264,779.2,91,"2,176,064.70","15,174",,,2176065,1012,2021,2021-9492075
9493731,Frank Mccool Arena,1900 Lake Bonavista Dr SE,Calgary,T2J 4B5,Alberta,Ice/Curling Rink,1,1975,"2,295.50",52,"4,578.80","4,493.30",1.99,1.96,"6,085.20","5,998.70",2.65,2.61,446.6,194.6,156.2,68,"427,079.90","3,041.40",,,427079.9,198.5,2021,2021-9493731
9493818,Optimist and George Blundun Arenas,5020 26 Av SW,Calgary,T3E 0R4,Alberta,Ice/Curling Rink,1,1972,"5,032",21,"8,900.80","8,893.70",1.77,1.77,"11,844.90","11,837.80",2.35,2.35,870.4,173,302.7,60.2,"834,872.20","5,895.40",,,834872.3,388.1,2021,2021-9493818
9496797,Henry Viney and Stew Hendry Arenas,810 13 Ave NE,Calgary,T2E 8A1,Alberta,Ice/Curling Rink,1,1977,"5,036.40",51,"10,332","10,586.50",2.05,2.1,"13,897.50","14,154.50",2.76,2.81,"1,031.80",204.9,343.4,68.2,"1,012,366.30","6,687.70",,,1012366,470.6,2021,2021-9496797
9498648,Jimmie Condon and Rose Kohn Arenas,502 Heritage Dr SW,Calgary,T2V 2W2,Alberta,Ice/Curling Rink,1,1969,"5,260.10",94,"5,953.80","6,030.70",1.13,1.15,"7,507.60","7,585.30",1.43,1.44,522.1,99.3,225,42.8,"436,939.10","4,380.80",,,436939.2,203.1,2021,2021-9498648
9499354,Shouldice Arena,1515 Home Rd NW,Calgary,T3B 5K9,Alberta,Ice/Curling Rink,1,1970,"2,185.50",39,"3,974.90","3,928.30",1.82,1.8,"5,197.70","5,150.60",2.38,2.36,375.4,171.8,140.2,64.1,"345,923.60","2,729.70",,,345923.6,160.8,2021,2021-9499354
9504074,Stu Peppard Arena,5320 19 St SW,Calgary,T3E 1P1,Alberta,Ice/Curling Rink,1,1963,"3,145",4,"8,131.40","8,435",2.59,2.68,"10,471.20","10,777.80",3.33,3.43,744.5,236.7,295.5,93.9,"660,391.20","5,754.10",,,660391.3,307,2021,2021-9504074
9552446,Canyon Meadows Aquatic & Fitness Centre,89 Canova Rd SW,Calgary,T2W 6G3,Alberta,Fitness Center/Health Club/Gym,1,1963,"1,953.10",,"8,808","9,011.70",4.51,4.61,"10,734.70","10,940.50",5.5,5.6,718.5,367.9,352.9,180.7,"537,631.20","6,872.60",,,537631.3,249.9,2021,2021-9552446
9552651,Glenmore Aquatic Centre,5330 19 St SW,Calgary,T3E 1P2,Alberta,Heated Swimming Pool,1,1972,"1,462.80",,"8,324.20","8,536.20",5.69,5.84,"10,246.20","10,460.30",7,7.15,693.7,474.2,328.1,224.3,"537,652.50","6,388.80",,,537652.6,250,2021,2021-9552651
9563574,Killarney Aquatic and Recreation Centre,1919 29 St SW,Calgary,T3E 2J7,Alberta,Fitness Center/Health Club/Gym,1,1964,"2,892.90",,"10,267.90","10,621",3.55,3.67,"12,613.10","12,969.70",4.36,4.48,851.9,294.5,406,140.4,"655,736.30","7,907.30",,,655736.4,304.9,2021,2021-9563574
9563763,Renfrew Aquatic and Recreation Centre,810 13 Av NE,Calgary,T2E 8A1,Alberta,Fitness Center/Health Club/Gym,1,1969,"2,034.80",,"8,606.80","8,789.10",4.23,4.32,"10,592.70","10,776.80",5.21,5.3,717,352.4,339.3,166.7,"555,515.40","6,607.10",,,555515.5,258.3,2021,2021-9563763
9565753,Shouldice Aquatic Centre,5303 Bowness Rd NW,Calgary,T3B 1C5,Alberta,Fitness Center/Health Club/Gym,1,1970,"1,549.80",,"4,797.90","4,898",3.1,3.16,"5,520.50","5,621.60",3.56,3.63,344,222,209.9,135.4,"197,272.70","4,087.80",,,197272.8,91.7,2021,2021-9565753
9569163,Forest Lawn Building,3810 17 AV SE,Calgary,T2A 0S4,Alberta,Office,1,1979,"1,189.50",60,"1,131.10","1,178.40",0.95,0.99,"1,548.70","1,596.50",1.3,1.34,116.9,98.3,36.1,30.4,"118,800.40",703.4,,,118800.4,55.2,2021,2021-9569163
9578055,East Calgary WMF Building S and T,3030 68 St SE,Calgary,T2B 0M5,Alberta,"Repair Services (Vehicle, Shoe, Locksmith, etc.)",2,2014,"9,891.10",,"11,657.40","11,872.20",1.18,1.2,"13,682.10","13,919.50",1.38,1.41,874.9,88.5,495.5,50.1,"557,972.60","9,648.70",,,557972.7,259.4,2021,2021-9578055
9586833,Sarcee Administration Building,"5831 Richmond Road, SW",Calgary,T3H 3P8,Alberta,Office,1,2018,"3,762",90,"2,899.80","2,960.80",0.77,0.79,"4,016.70","4,078.40",1.07,1.08,295.5,78.6,78.8,20.9,"318,748.80","1,533.90",,61027.3,379416.8,176.4,2021,2021-9586833
9588693,Stanley Park Office,350 42 AV SW,Calgary,T3C 1Y3,Alberta,Office,1,1976,229.5,1,799.7,844.7,3.49,3.68,903.7,949,3.94,4.14,55,239.5,35.9,156.4,"28,063.20",698.7,,,28063.2,13,2021,2021-9588693
9588819,Roads District 5 Garage and Office,2539 33 AV SW,Calgary,T3E 7H5,Alberta,Mixed Use Property,1,1954,"2,072",,"1,069.50","1,071.10",0.52,0.52,"1,182","1,183.60",0.57,0.57,69.7,33.6,49.4,23.8,"29,761.50",962.4,,,29761.6,13.8,2021,2021-9588819
9589240,Roads District 7 Admin Building,5603 24 ST SE,Calgary,T2C 0B4,Alberta,Office,1,1972,922,,"2,034.30","2,122.10",2.21,2.3,"2,605","2,687.70",2.83,2.92,184.2,199.7,74.7,81,"160,946.10","1,454.90",,,160946.1,74.8,2021,2021-9589240
9589255,Shaganappi Tri-Services Building,3415 8 AV SW,Calgary,T3C 0E8,Alberta,Social/Meeting Hall,1,1970,"2,391",,"3,718.30","3,738.40",1.56,1.56,"4,546.90","4,523.60",1.9,1.89,305.5,127.8,148.2,62,"231,395.40","2,885.40",,,231395.4,107.6,2021,2021-9589255
9601552,Spring Gardens Building G,840 32 AV NE,Calgary,T2E 4J7,Alberta,Self-Storage Facility,1,1982,"4,761.50",14,"5,823.50","5,875.20",1.22,1.23,"7,531","7,583.30",1.58,1.59,537.8,113,209.9,44.1,"482,260.40","4,087.50",,,482260.5,224.2,2021,2021-9601552
9601861,Whitehorn Multi-Services Centre,3705 35 St NE,Calgary,T1Y 6C2,Alberta,Non-Refrigerated Warehouse,1,1982,"22,684",69,"16,631.80","16,604",0.73,0.73,"25,763","25,735.90",1.14,1.13,"2,071.70",91.3,285.9,12.6,"2,626,141.60","5,567.60",,447362.9,3073504.9,1428.9,2021,2021-9601861
9619682,EMS #3,1807 MACLEOD TR SE,Calgary,T2G 2N9,Alberta,Fire Station,1,1912,"1,508.10",,"2,010.10","1,992.80",1.33,1.32,"2,684.50","2,643.80",1.78,1.75,198,131.3,67.8,45,"191,336","1,321.30",,,191336,89,2021,2021-9619682
9637753,Manchester Building U,677 25 AV SE,Calgary,T2G 4K8,Alberta,Office,1,1992,"3,783.30",44,"4,801.20","4,905.80",1.27,1.3,"6,333.90","6,393.70",1.67,1.69,461.5,122,166.3,44,"434,140.50","3,238.40",,,434140.6,201.8,2021,2021-9637753
9639310,Fire Station #2,1010 10 AV SW,Calgary,T2R 1M4,Alberta,Fire Station,1,1975,"1,669.90",,"2,280.10","2,358.30",1.37,1.41,"2,874.30","2,931.90",1.72,1.76,199.8,119.7,86.2,51.6,"167,086.10","1,678.60",,,167086.1,77.7,2021,2021-9639310
9640461,Fire Station #4,1991 18 AV NE,Calgary,T2E 8E1,Alberta,Fire Station,1,2003,"1,385.40",,"2,050.70","2,043.80",1.48,1.48,"2,635.20","2,608.40",1.9,1.88,187,134.9,74.8,54,"164,900","1,457.10",,,164900,76.7,2021,2021-9640461
9642577,Fire Station #5,3129 14 ST SW,Calgary,T2T 3V8,Alberta,Fire Station,1,2012,"2,110.40",,"2,449.70","2,478.60",1.16,1.17,"3,183.70","3,212.90",1.51,1.52,227.8,107.9,86.6,41.1,"207,517","1,687.40",,4243.6,211760.6,98.4,2021,2021-9642577
9649332,Fire Station #7,2708 4 ST NW,Calgary,T2M 3A3,Alberta,Fire Station,1,2016,"1,895.20",,"1,954.70","1,990.30",1.03,1.05,"2,452.50","2,495.90",1.29,1.32,163,86,67.7,35.7,"140,226","1,317.50",,39364.7,177010.7,82.3,2021,2021-9649332
9662776,Fire Station #8,1720 45 ST SW,Calgary,T3C 2C3,Alberta,Fire Station,1,1979,"1,132.70",,"1,200.60","1,199.90",1.06,1.06,"1,578.30","1,577.50",1.39,1.39,114.6,101.2,41.9,37,"106,914.20",815.8,,,106914.2,49.7,2021,2021-9662776
9664992,Fire Station #9,2515 78 AV SE,Calgary,T2C 3B7,Alberta,Fire Station,1,1978,"1,072.20",,"1,138","1,130.90",1.06,1.05,"1,513.60","1,498.70",1.41,1.4,111.2,103.7,38.8,36.1,"106,489.30",754.7,,,106489.3,49.5,2021,2021-9664992
9769634,Fire Station #11,5506 4 ST SW,Calgary,T3E 1P1,Alberta,Fire Station,1,2014,"2,319.50",,"2,184.90","2,268.50",0.94,0.98,"3,027.90","3,112.40",1.31,1.34,231.1,99.6,67.8,29.2,"240,113.40","1,320.60",,,240113.4,111.6,2021,2021-9769634
9846129,Fire Station #14,9840 Horton Rd SW,Calgary,T2V 5H5,Alberta,Fire Station,1,1989,963.3,,926.2,934.3,0.96,0.97,"1,190.10","1,198.30",1.24,1.24,84.4,87.6,33.8,35.1,"74,465.30",658.2,,,74465.3,34.6,2021,2021-9846129
9848101,Fire Station #15,6328 35 AV NW,Calgary,T3B 1S4,Alberta,Fire Station,1,1961,793.1,,696.4,696.1,0.88,0.88,964.3,964,1.22,1.22,73.5,92.7,21.7,27.3,"76,298.80",421.7,,,76298.8,35.5,2021,2021-9848101
9959373,Fire Station #16,4124 11 ST SE,Calgary,T2G 3H2,Alberta,Fire Station,1,1988,"4,111",,"3,995.70","4,123.10",0.97,1,"5,408.60","5,501.50",1.32,1.34,404,98.3,131,31.9,"401,447.70","2,550.60",,,401447.7,186.6,2021,2021-9959373
9988886,Fire Station #17,3740 32 AV NW,Calgary,T2N 1N8,Alberta,Fire Station,1,1970,978.6,,"1,730.40","1,741.30",1.77,1.78,"2,122.70","2,133.70",2.17,2.18,143.1,146.3,68.6,70.1,"109,657.10","1,335.60",,,109657.1,51,2021,2021-9988886
9997794,Fire Station #18,415 68 Ave NW,Calgary,T2K 5J6,Alberta,Fire Station,1,1975,"1,057.10",,949.4,948.2,0.9,0.9,"1,233.90","1,232.60",1.17,1.17,88.6,83.8,33.9,32.1,"80,399.30",660,,,80399.3,37.4,2021,2021-9997794
10002717,Fire Station #10,1909 16 AV NW,Calgary,T2M 4V8,Alberta,Fire Station,1,1996,"1,758.80",,"1,331.80","1,331.50",0.76,0.76,"1,818.90","1,802.40",1.03,1.02,137,77.9,42.8,24.3,"138,548.20",833,,,138548.2,64.4,2021,2021-10002717
10154586,Corporate Warehouse,2340 22 ST NE,Calgary,T2E 8L9,Alberta,Non-Refrigerated Warehouse,1,1985,"10,640",79,"7,599","7,880.20",0.71,0.74,"9,041.60","9,325.30",0.85,0.88,562.7,52.9,289.9,27.2,"401,093.20","5,646.10",,151084.4,542487.3,252.2,2021,2021-10154586
10170296,Emergency Operations Centre,673 1 ST NE,Calgary,T2E 6R2,Alberta,Office,1,2012,"5,213.20",1,"17,913.70","17,968",3.44,3.45,"33,839.40","33,894.30",6.49,6.5,"3,199.80",613.8,68.7,13.2,"4,604,465.80","1,338.30",,,4604466,2140.6,2021,2021-10170296
10176477,Manchester Building A,651B 25 AV SE,Calgary,T2G 4K8,Alberta,Non-Refrigerated Warehouse,1,1975,"5,663",92,"5,008.10","5,019.20",0.88,0.89,"6,306.80","6,318.20",1.11,1.12,437.9,77.3,189.7,33.5,"365,093.80","3,693.80",,,365093.8,169.7,2021,2021-10176477
10176804,Acadia Aquatic & Fitness Centre,9009 Fairmount Dr SE,Calgary,T2H 0Z4,Alberta,Heated Swimming Pool,1,2010,"1,838",,"3,837.10","3,890.60",2.09,2.12,"4,773.10","4,827.10",2.6,2.63,327,177.9,148.5,80.8,"262,478.90","2,892.20",,,262478.9,122,2021,2021-10176804
10260523,Fire Station #19,13807 Parkland Blvd SE,Calgary,T2J 6X3,Alberta,Fire Station,1,1975,"1,066.20",,"1,146.60","1,146",1.08,1.07,"1,506.10","1,505.50",1.41,1.41,109.3,102.5,40.1,37.6,"101,748.40",780.4,,,101748.4,47.3,2021,2021-10260523
10263307,Fire Station #20,2800 PEACEKEEPERS WY SW,Calgary,T3E 7B2,Alberta,Fire Station,1,1977,"1,101.10",,"1,323.60","1,314.40",1.2,1.19,"1,784.20","1,767.80",1.62,1.61,132.7,120.6,43.8,39.8,"130,831.30",852.6,,,130831.3,60.8,2021,2021-10263307
10265387,Fire Station #21,209 Silvergrove Dr NW,Calgary,T3B 5A4,Alberta,Fire Station,1,1977,"1,095.20",,"1,455.50","1,405.20",1.33,1.28,"1,982.20","1,926.90",1.81,1.76,148.9,135.9,47.1,43,"149,756.50",916.4,,,149756.5,69.6,2021,2021-10265387
10277262,Fire Station #22,7199 Temple Dr NE,Calgary,T1Y 4Z4,Alberta,Fire Station,1,1979,"1,104.60",,"1,351.20","1,353.10",1.22,1.22,"1,695.70","1,701.40",1.54,1.54,117,105.9,51.1,46.3,"96,789.10",996,,1885.7,98674.8,45.9,2021,2021-10277262
10287290,Fire Station #23,2727 26 AV SE,Calgary,T1Y 4Z4,Alberta,Fire Station,1,1950,"1,112.10",,"1,316.70","1,302.20",1.18,1.17,"1,718.20","1,689.80",1.54,1.52,123.8,111.4,46.6,41.9,"113,570.20",907.8,,,113570.2,52.8,2021,2021-10287290
10417704,Beltline Aquatic & Fitness Centre,221 12 Av SW,Calgary,T2R 0G9,Alberta,Fitness Center/Health Club/Gym,1,1988,"1,806.50",,"3,677.70","3,700.50",2.04,2.05,"4,692.10","4,715",2.6,2.61,330.4,182.9,136,75.3,"285,845.40","2,648.70",,,285845.4,132.9,2021,2021-10417704
10417915,Inglewood Aquatic Centre,1525 17 Av SW,Calgary,T2G 1J9,Alberta,Other - Recreation,1,1966,"1,418.40",,"3,992","3,992",2.81,2.81,"4,846.60","4,846.60",3.42,3.42,322.9,227.7,160.9,113.5,"238,235.50","3,134.40",,,238235.5,110.8,2021,2021-10417915
10417930,Stoney Transit Facility,1921 128 Ave NE,Calgary,T3K 0S5,Alberta,Distribution Center,1,2018,"44,228.30",1,"146,772.30","146,772.30",3.32,3.32,"149,839.20","149,839.20",3.39,3.39,"7,768.20",175.6,"7,450.20",168.4,"467,614.20","145,089",,,467614,217,2021,2021-10417930
10439156,Bowmont Civic Building,5000 Bowness Civic Building,Calgary,T3B 0B9,Alberta,Office,1,1974,832,68,807.1,823.7,0.97,0.99,"1,064.10","1,084.40",1.28,1.3,77.5,93.1,28,33.6,"72,790.60",545,,,72790.6,33.8,2021,2021-10439156
10439375,Fire Station #42,275 Tuscany Way NW,Calgary,T3L 2Y8,Alberta,Fire Station,1,2018,"1,459.30",,"1,634.60","1,608.20",1.12,1.1,"2,199.20","2,172.60",1.51,1.49,159.2,109.1,50,34.3,"160,545.50",974.1,,22952.7,183498.2,85.3,2021,2021-10439375
10531101,Fire Station #34,16 Royal Vista Way NW,Calgary,T3R 0N2,Alberta,Fire Station,1,2015,"2,257.90",,"4,183.10","4,255.60",1.85,1.88,"5,168","5,241.30",2.29,2.32,351.4,155.6,163.8,72.6,"275,785.10","3,190.30",,,275785.2,128.2,2021,2021-10531101
10536854,Fire Station #37,2511 Eversyde Ave SW,Calgary,T2Y 5G9,Alberta,Fire Station,1,2013,"1,668.40",,"2,435.70","2,420.60",1.46,1.45,"3,259.20","3,220.20",1.95,1.93,240.8,144.3,81.9,49.1,"233,683.30","1,594.50",,,233683.4,108.6,2021,2021-10536854
10536957,Ralph Klein Park Interpretative Centre,12350 84 St SE,Calgary,T3S 0A4,Alberta,Museum,1,2012,"2,048.60",,"2,999.90","3,155.50",1.46,1.54,"3,948.60","4,124.80",1.93,2.01,287.1,140.1,104.4,51,"268,641.30","2,032.80",,,268641.4,124.9,2021,2021-10536957
10536969,Fire Station #33,3800 69 ST SW,Calgary,T3H 3E4,Alberta,Fire Station,1,2009,"1,907.70",,"1,776.80","1,804",0.93,0.95,"2,242.20","2,269.60",1.18,1.19,156,81.8,67,35.1,"130,875","1,305.70",,,130875,60.8,2021,2021-10536969
10543320,Fire Station #39,4199 114 AV SE,Calgary,T2Z 0H3,Alberta,Fire Station,1,2012,"1,842.20",,"2,395.30","2,421",1.3,1.31,"3,220.70","3,246.70",1.75,1.76,239,129.8,79.7,43.3,"234,352.50","1,551.70",,,234352.6,109,2021,2021-10543320
